Date,Open,High,Low,Close,Adj Close,Volume,Nxt Close
9/12/2021,2.641341,2.783103,2.511185,2.581727,2.581727,8111330870,2.400663
9/13/2021,2.582778,2.590281,2.315688,2.400663,2.400663,6214066598,2.395638
9/14/2021,2.403186,2.43249,2.328019,2.395638,2.395638,3934706576,2.501635
9/15/2021,2.397332,2.578296,2.364347,2.501635,2.501635,4185888557,2.420969
9/16/2021,2.503889,2.512983,2.383594,2.420969,2.420969,3323103389,2.346419
9/17/2021,2.418439,2.441715,2.32671,2.346419,2.346419,2448833581,2.369978
9/18/2021,2.347429,2.435803,2.313549,2.369978,2.369978,2118771218,2.282299
9/19/2021,2.369956,2.391871,2.265415,2.282299,2.282299,2224777431,2.063989
9/20/2021,2.283438,2.289793,1.989418,2.063989,2.063989,5935941714,1.987028
9/21/2021,2.079772,2.224538,1.92328,1.987028,1.987028,6063428617,2.266182
9/22/2021,1.984266,2.266182,1.970946,2.266182,2.266182,4876595304,2.330941
9/23/2021,2.259691,2.344563,2.183468,2.330941,2.330941,3463572829,2.281269
9/24/2021,2.329006,2.344986,2.077399,2.281269,2.281269,6064304812,2.301541
9/25/2021,2.279395,2.458108,2.241186,2.301541,2.301541,6081076538,2.208495
9/26/2021,2.302443,2.302443,2.153531,2.208495,2.208495,4143032820,2.135905
9/27/2021,2.212038,2.271561,2.133972,2.135905,2.135905,2990138100,2.039139
9/28/2021,2.133217,2.172157,2.030042,2.039139,2.039139,3092923646,2.065688
9/29/2021,2.039015,2.144665,2.023027,2.065688,2.065688,2869486117,2.114452
9/30/2021,2.066589,2.134077,2.053454,2.114452,2.114452,2621620164,2.258127
10/1/2021,2.116249,2.274002,2.096256,2.258127,2.258127,3235813427,2.251459
10/2/2021,2.254531,2.320416,2.195434,2.251459,2.251459,2911039833,2.252873
10/3/2021,2.249317,2.307575,2.223882,2.252873,2.252873,2331706759,2.189235
10/4/2021,2.251848,2.253159,2.1558,2.189235,2.189235,2249001043,2.233124
10/5/2021,2.189178,2.256643,2.181561,2.233124,2.233124,2090074822,2.212155
10/6/2021,2.233087,2.250027,2.116876,2.212155,2.212155,2719301133,2.276995
10/7/2021,2.210038,2.369656,2.153612,2.276995,2.276995,3265277489,2.237176
10/8/2021,2.277983,2.309177,2.223705,2.237176,2.237176,1977478611,2.266615
10/9/2021,2.234527,2.297457,2.221574,2.266615,2.266615,1953066446,2.197214
10/10/2021,2.267288,2.276212,2.174145,2.197214,2.197214,2036732421,2.173389
10/11/2021,2.191907,2.249355,2.122026,2.173389,2.173389,2386202338,2.134852
